+---------------------------------------------------+
| *** WARNING *** |
| Don't use the item ID for anything "proper"!! |
| It's provided here for completeness's sake, it's different in every world. |
+---------------------------------------------------+
| Mod name | Registry name | Item ID | Display name |
| Minecraft | minecraft:bubble_coral_fan | 539 | 气泡珊瑚扇 |
| Minecraft | minecraft:bucket | 776 | 桶 |
| Minecraft | minecraft:budding_amethyst | 64 | 紫水晶母岩 |
| Minecraft | minecraft:bundle | 796 | 收纳袋 |
| Minecraft | minecraft:cactus | 254 | 仙人掌 |
| Minecraft | minecraft:cake | 829 | 蛋糕 |
| Minecraft | minecraft:calcite | 11 | 方解石 |
| Minecraft | minecraft:campfire | 1056 | 营火 |
| Minecraft | minecraft:candle | 1079 | 蜡烛 |
| Minecraft | minecraft:carrot | 947 | 胡萝卜 |
| Minecraft | minecraft:carrot_on_a_stick | 667 | 胡萝卜钓竿 |
| Minecraft | minecraft:cartography_table | 1046 | 制图台 |
| Minecraft | minecraft:carved_pumpkin | 266 | 雕刻过的南瓜 |
| Minecraft | minecraft:cat_spawn_egg | 877 | 猫刷怪蛋 |
| Minecraft | minecraft:cauldron | 870 | 炼药锅 |
| Minecraft | minecraft:cave_spider_spawn_egg | 878 | 洞穴蜘蛛刷怪蛋 |
| Minecraft | minecraft:chain | 296 | 锁链 |
| Minecraft | minecraft:chain_command_block | 444 | 连锁型命令方块 |
| Minecraft | minecraft:chainmail_boots | 745 | 锁链靴子 |
| Minecraft | minecraft:chainmail_chestplate | 743 | 锁链胸甲 |
| Minecraft | minecraft:chainmail_helmet | 742 | 锁链头盔 |
| Minecraft | minecraft:chainmail_leggings | 744 | 锁链护腿 |
| Minecraft | minecraft:charcoal | 685 | 木炭 |
| Minecraft | minecraft:chest | 245 | 箱子 |
| Minecraft | minecraft:chest_minecart | 663 | 运输矿车 |
| Minecraft | minecraft:chicken | 855 | 生鸡肉 |
| Minecraft | minecraft:chicken_spawn_egg | 879 | 鸡刷怪蛋 |
| Minecraft | minecraft:chipped_anvil | 347 | 开裂的铁砧 |
| Minecraft | minecraft:chiseled_deepslate | 291 | 錾制深板岩 |
| Minecraft | minecraft:chiseled_nether_bricks | 307 | 錾制下界砖块 |
| Minecraft | minecraft:chiseled_polished_blackstone | 1073 | 錾制磨制黑石 |
| Minecraft | minecraft:chiseled_quartz_block | 349 | 錾制石英块 |
| Minecraft | minecraft:chiseled_red_sandstone | 440 | 錾制红砂岩 |
| Minecraft | minecraft:chiseled_sandstone | 147 | 錾制砂岩 |
| Minecraft | minecraft:chiseled_stone_bricks | 286 | 錾制石砖 |
| Minecraft | minecraft:chorus_flower | 239 | 紫颂花 |
| Minecraft | minecraft:chorus_fruit | 999 | 紫颂果 |
| Minecraft | minecraft:chorus_plant | 238 | 紫颂植株 |
| Minecraft | minecraft:clay | 255 | 黏土块 |
| Minecraft | minecraft:clay_ball | 789 | 黏土球 |
| Minecraft | minecraft:clock | 798 | 时钟 |
| Minecraft | minecraft:coal | 684 | 煤炭 |
| Minecraft | minecraft:coal_block | 59 | 煤炭块 |
| Minecraft | minecraft:coal_ore | 40 | 煤矿石 |
| Minecraft | minecraft:coarse_dirt | 16 | 砂土 |
| Minecraft | minecraft:cobbled_deepslate | 9 | 深板岩圆石 |
| Minecraft | minecraft:cobbled_deepslate_slab | 580 | 深板岩圆石台阶 |
| Minecraft | minecraft:cobbled_deepslate_stairs | 563 | 深板岩圆石楼梯 |
| Minecraft | minecraft:cobbled_deepslate_wall | 342 | 深板岩圆石墙 |
| Minecraft | minecraft:cobblestone | 21 | 圆石 |
| Minecraft | minecraft:cobblestone_slab | 217 | 圆石台阶 |
| Minecraft | minecraft:cobblestone_stairs | 250 | 圆石楼梯 |
| Minecraft | minecraft:cobblestone_wall | 325 | 圆石墙 |
| Minecraft | minecraft:cobweb | 149 | 蜘蛛网 |
| Minecraft | minecraft:cocoa_beans | 809 | 可可豆 |
| Minecraft | minecraft:cod | 801 | 生鳕鱼 |
| Minecraft | minecraft:cod_bucket | 785 | 鳕鱼桶 |
| Minecraft | minecraft:cod_spawn_egg | 880 | 鳕鱼刷怪蛋 |
| Minecraft | minecraft:command_block | 323 | 命令方块 |
| Minecraft | minecraft:command_block_minecart | 979 | 命令方块矿车 |
| Minecraft | minecraft:comparator | 589 | 红石比较器 |
| Minecraft | minecraft:compass | 795 | 指南针 |
| Minecraft | minecraft:composter | 1042 | 堆肥桶 |
| Minecraft | minecraft:conduit | 548 | 潮涌核心 |
| Minecraft | minecraft:cooked_beef | 854 | 牛排 |
| Minecraft | minecraft:cooked_chicken | 856 | 熟鸡肉 |
| Minecraft | minecraft:cooked_cod | 805 | 熟鳕鱼 |
| Minecraft | minecraft:cooked_mutton | 981 | 熟羊肉 |
| Minecraft | minecraft:cooked_porkchop | 764 | 熟猪排 |
| Minecraft | minecraft:cooked_rabbit | 968 | 熟兔肉 |
| Minecraft | minecraft:cooked_salmon | 806 | 熟鲑鱼 |
| Minecraft | minecraft:cookie | 846 | 曲奇 |
| Minecraft | minecraft:copper_block | 66 | 铜块 |
| Minecraft | minecraft:copper_ingot | 694 | 铜锭 |
| Minecraft | minecraft:copper_ore | 44 | 铜矿石 |
| Minecraft | minecraft:cornflower | 183 | 矢车菊 |
| Minecraft | minecraft:cow_spawn_egg | 881 | 牛刷怪蛋 |
| Minecraft | minecraft:cracked_deepslate_bricks | 288 | 裂纹深板岩砖 |
| Minecraft | minecraft:cracked_deepslate_tiles | 290 | 裂纹深板岩瓦 |
| Minecraft | minecraft:cracked_nether_bricks | 306 | 裂纹下界砖块 |
| Minecraft | minecraft:cracked_polished_blackstone_bricks | 1077 | 裂纹磨制黑石砖 |
| Minecraft | minecraft:cracked_stone_bricks | 285 | 裂纹石砖 |
| Minecraft | minecraft:crafting_table | 246 | 工作台 |
| Minecraft | minecraft:creeper_banner_pattern | 1037 | 旗帜图案 |
| Minecraft | minecraft:creeper_head | 957 | 苦力怕的头 |
| Minecraft | minecraft:creeper_spawn_egg | 882 | 苦力怕刷怪蛋 |
| Minecraft | minecraft:crimson_button | 617 | 绯红木按钮 |
| Minecraft | minecraft:crimson_door | 638 | 绯红木门 |
| Minecraft | minecraft:crimson_fence | 263 | 绯红木栅栏 |
| Minecraft | minecraft:crimson_fence_gate | 655 | 绯红木栅栏门 |
| Minecraft | minecraft:crimson_fungus | 189 | 绯红菌 |
| Minecraft | minecraft:crimson_hyphae | 131 | 绯红菌核 |
| Minecraft | minecraft:crimson_nylium | 19 | 绯红菌岩 |
| Minecraft | minecraft:crimson_planks | 28 | 绯红木板 |
| Minecraft | minecraft:crimson_pressure_plate | 629 | 绯红木压力板 |
| Minecraft | minecraft:crimson_roots | 191 | 绯红菌索 |
| Minecraft | minecraft:crimson_sign | 774 | 绯红木告示牌 |
| Minecraft | minecraft:crimson_slab | 210 | 绯红木台阶 |
| Minecraft | minecraft:crimson_stairs | 321 | 绯红木楼梯 |
| Minecraft | minecraft:crimson_stem | 107 | 绯红菌柄 |
| Minecraft | minecraft:crimson_trapdoor | 647 | 绯红木活板门 |
| Minecraft | minecraft:crossbow | 1033 | 弩 |
| Minecraft | minecraft:crying_obsidian | 1065 | 哭泣的黑曜石 |
| Minecraft | minecraft:cut_copper | 73 | 切制铜块 |
| Minecraft | minecraft:cut_copper_slab | 81 | 切制铜台阶 |
| Minecraft | minecraft:cut_copper_stairs | 77 | 切制铜楼梯 |
| Minecraft | minecraft:cut_red_sandstone | 441 | 切制红砂岩 |
| Minecraft | minecraft:cut_red_sandstone_slab | 223 | 切制红砂岩台阶 |
| Minecraft | minecraft:cut_sandstone | 148 | 切制砂岩 |
| Minecraft | minecraft:cut_sandstone_slab | 215 | 切制砂岩台阶 |
| Minecraft | minecraft:cyan_banner | 991 | 青色旗帜 |
| Minecraft | minecraft:cyan_bed | 839 | 青色床 |
| Minecraft | minecraft:cyan_candle | 1089 | 青色蜡烛 |
| Minecraft | minecraft:cyan_carpet | 382 | 青色地毯 |
| Minecraft | minecraft:cyan_concrete | 493 | 青色混凝土 |
| Minecraft | minecraft:cyan_concrete_powder | 509 | 青色混凝土粉末 |
| Minecraft | minecraft:cyan_dye | 819 | 青色染料 |
| Minecraft | minecraft:cyan_glazed_terracotta | 477 | 青色带釉陶瓦 |
| Minecraft | minecraft:cyan_shulker_box | 461 | 青色潜影盒 |
| Minecraft | minecraft:cyan_stained_glass | 409 | 青色染色玻璃 |
| Minecraft | minecraft:cyan_stained_glass_pane | 425 | 青色染色玻璃板 |
| Minecraft | minecraft:cyan_terracotta | 363 | 青色陶瓦 |
| Minecraft | minecraft:cyan_wool | 166 | 青色羊毛 |
| Minecraft | minecraft:damaged_anvil | 348 | 损坏的铁砧 |
| Minecraft | minecraft:dandelion | 173 | 蒲公英 |
| Minecraft | minecraft:dark_oak_boat | 675 | 深色橡木船 |
| Minecraft | minecraft:dark_oak_button | 616 | 深色橡木按钮 |
| Minecraft | minecraft:dark_oak_door | 637 | 深色橡木门 |
| Minecraft | minecraft:dark_oak_fence | 262 | 深色橡木栅栏 |
| Minecraft | minecraft:dark_oak_fence_gate | 654 | 深色橡木栅栏门 |
| Minecraft | minecraft:dark_oak_leaves | 138 | 深色橡树树叶 |
| Minecraft | minecraft:dark_oak_log | 106 | 深色橡木原木 |
| Minecraft | minecraft:dark_oak_planks | 27 | 深色橡木木板 |
| Minecraft | minecraft:dark_oak_pressure_plate | 628 | 深色橡木压力板 |
| Minecraft | minecraft:dark_oak_sapling | 35 | 深色橡树树苗 |
| Minecraft | minecraft:dark_oak_sign | 773 | 深色橡木告示牌 |
| Minecraft | minecraft:dark_oak_slab | 209 | 深色橡木台阶 |
| Minecraft | minecraft:dark_oak_stairs | 392 | 深色橡木楼梯 |
| Minecraft | minecraft:dark_oak_trapdoor | 646 | 深色橡木活板门 |
| Minecraft | minecraft:dark_oak_wood | 130 | 深色橡木 |
| Minecraft | minecraft:dark_prismarine | 434 | 暗海晶石 |
| Minecraft | minecraft:dark_prismarine_slab | 227 | 暗海晶石台阶 |
| Minecraft | minecraft:dark_prismarine_stairs | 437 | 暗海晶石楼梯 |
| Minecraft | minecraft:daylight_detector | 602 | 阳光探测器 |
| Minecraft | minecraft:dead_brain_coral | 532 | 失活的脑纹珊瑚 |
| Minecraft | minecraft:dead_brain_coral_block | 518 | 失活的脑纹珊瑚块 |
| Minecraft | minecraft:dead_brain_coral_fan | 543 | 失活的脑纹珊瑚扇 |
| Minecraft | minecraft:dead_bubble_coral | 533 | 失活的气泡珊瑚 |
| Minecraft | minecraft:dead_bubble_coral_block | 519 | 失活的气泡珊瑚块 |
| Minecraft | minecraft:dead_bubble_coral_fan | 544 | 失活的气泡珊瑚扇 |
| Minecraft | minecraft:dead_bush | 154 | 枯萎的灌木 |
| Minecraft | minecraft:dead_fire_coral | 534 | 失活的火珊瑚 |
| Minecraft | minecraft:dead_fire_coral_block | 520 | 失活的火珊瑚块 |
| Minecraft | minecraft:dead_fire_coral_fan | 545 | 失活的火珊瑚扇 |
| Minecraft | minecraft:dead_horn_coral | 535 | 失活的鹿角珊瑚 |
| Minecraft | minecraft:dead_horn_coral_block | 521 | 失活的鹿角珊瑚块 |
| Minecraft | minecraft:dead_horn_coral_fan | 546 | 失活的鹿角珊瑚扇 |
| Minecraft | minecraft:dead_tube_coral | 536 | 失活的管珊瑚 |
| Minecraft | minecraft:dead_tube_coral_block | 517 | 失活的管珊瑚块 |
| Minecraft | minecraft:dead_tube_coral_fan | 542 | 失活的管珊瑚扇 |
| Minecraft | minecraft:debug_stick | 1014 | 调试棒 |
| Minecraft | minecraft:deepslate | 8 | 深板岩 |
| Minecraft | minecraft:deepslate_brick_slab | 582 | 深板岩砖台阶 |
| Minecraft | minecraft:deepslate_brick_stairs | 565 | 深板岩砖楼梯 |
| Minecraft | minecraft:deepslate_brick_wall | 344 | 深板岩砖墙 |
| Minecraft | minecraft:deepslate_bricks | 287 | 深板岩砖 |
| Minecraft | minecraft:deepslate_coal_ore | 41 | 深层煤矿石 |
| Minecraft | minecraft:deepslate_copper_ore | 45 | 深层铜矿石 |
| Minecraft | minecraft:deepslate_diamond_ore | 55 | 深层钻石矿石 |
| Minecraft | minecraft:deepslate_emerald_ore | 51 | 深层绿宝石矿石 |
| Minecraft | minecraft:deepslate_gold_ore | 47 | 深层金矿石 |
| Minecraft | minecraft:deepslate_iron_ore | 43 | 深层铁矿石 |
| Minecraft | minecraft:deepslate_lapis_ore | 53 | 深层青金石矿石 |
| Minecraft | minecraft:deepslate_redstone_ore | 49 | 深层红石矿石 |
| Minecraft | minecraft:deepslate_tile_slab | 583 | 深板岩瓦台阶 |
| Minecraft | minecraft:deepslate_tile_stairs | 566 | 深板岩瓦楼梯 |
| Minecraft | minecraft:deepslate_tile_wall | 345 | 深板岩瓦墙 |
| Minecraft | minecraft:deepslate_tiles | 289 | 深板岩瓦 |
| Minecraft | minecraft:detector_rail | 658 | 探测铁轨 |
| Minecraft | minecraft:diamond | 686 | 钻石 |
| Minecraft | minecraft:diamond_axe | 722 | 钻石斧 |
| Minecraft | minecraft:diamond_block | 68 | 钻石块 |
| Minecraft | minecraft:diamond_boots | 753 | 钻石靴子 |
| Minecraft | minecraft:diamond_chestplate | 751 | 钻石胸甲 |
| Minecraft | minecraft:diamond_helmet | 750 | 钻石头盔 |
| Minecraft | minecraft:diamond_hoe | 723 | 钻石锄 |
| Minecraft | minecraft:diamond_horse_armor | 975 | 钻石马铠 |
| Minecraft | minecraft:diamond_leggings | 752 | 钻石护腿 |
| Minecraft | minecraft:diamond_ore | 54 | 钻石矿石 |
| Minecraft | minecraft:diamond_pickaxe | 721 | 钻石镐 |
| Minecraft | minecraft:diamond_shovel | 720 | 钻石锹 |
| Minecraft | minecraft:diamond_sword | 719 | 钻石剑 |
| Minecraft | minecraft:diorite | 4 | 闪长岩 |
| Minecraft | minecraft:diorite_slab | 579 | 闪长岩台阶 |
| Minecraft | minecraft:diorite_stairs | 562 | 闪长岩楼梯 |
| Minecraft | minecraft:diorite_wall | 338 | 闪长岩墙 |
| Minecraft | minecraft:dirt | 15 | 泥土 |
| Minecraft | minecraft:dirt_path | 393 | 土径 |
| Minecraft | minecraft:dispenser | 596 | 发射器 |
| Minecraft | minecraft:dolphin_spawn_egg | 883 | 海豚刷怪蛋 |
| Minecraft | minecraft:donkey_spawn_egg | 884 | 驴刷怪蛋 |
| Minecraft | minecraft:dragon_breath | 1004 | 龙息 |
| Minecraft | minecraft:dragon_egg | 314 | 龙蛋 |
| Minecraft | minecraft:dragon_head | 958 | 龙首 |
| Minecraft | minecraft:dried_kelp | 850 | 干海带 |
| Minecraft | minecraft:dried_kelp_block | 790 | 干海带块 |
| Minecraft | minecraft:dripstone_block | 13 | 滴水石块 |
| Minecraft | minecraft:dropper | 597 | 投掷器 |
| Minecraft | minecraft:drowned_spawn_egg | 885 | 溺尸刷怪蛋 |
| Minecraft | minecraft:egg | 794 | 鸡蛋 |
| Minecraft | minecraft:elder_guardian_spawn_egg | 886 | 远古守卫者刷怪蛋 |
| Minecraft | minecraft:elytra | 669 | 鞘翅 |
| Minecraft | minecraft:emerald | 687 | 绿宝石 |
| Minecraft | minecraft:emerald_block | 317 | 绿宝石块 |
| Minecraft | minecraft:emerald_ore | 50 | 绿宝石矿石 |
| Minecraft | minecraft:enchanted_book | 963 | 附魔书 |
| Minecraft | minecraft:enchanted_golden_apple | 767 | 附魔金苹果 |
| Minecraft | minecraft:enchanting_table | 310 | 附魔台 |
| Minecraft | minecraft:end_crystal | 998 | 末影水晶 |
| Minecraft | minecraft:end_portal_frame | 311 | 末地传送门框架 |
| Minecraft | minecraft:end_rod | 237 | 末地烛 |
| Minecraft | minecraft:end_stone | 312 | 末地石 |
| Minecraft | minecraft:end_stone_brick_slab | 572 | 末地石砖台阶 |
| Minecraft | minecraft:end_stone_brick_stairs | 554 | 末地石砖楼梯 |
| Minecraft | minecraft:end_stone_brick_wall | 337 | 末地石砖墙 |
| Minecraft | minecraft:end_stone_bricks | 313 | 末地石砖 |
| Minecraft | minecraft:ender_chest | 316 | 末影箱 |
| Minecraft | minecraft:ender_eye | 871 | 末影之眼 |
| Minecraft | minecraft:ender_pearl | 858 | 末影珍珠 |
| Minecraft | minecraft:enderman_spawn_egg | 887 | 末影人刷怪蛋 |
| Minecraft | minecraft:endermite_spawn_egg | 888 | 末影螨刷怪蛋 |
| Minecraft | minecraft:evoker_spawn_egg | 889 | 唤魔者刷怪蛋 |
| Minecraft | minecraft:experience_bottle | 940 | 附魔之瓶 |
| Minecraft | minecraft:exposed_copper | 70 | 斑驳的铜块 |
| Minecraft | minecraft:exposed_cut_copper | 74 | 斑驳的切制铜块 |
| Minecraft | minecraft:exposed_cut_copper_slab | 82 | 斑驳的切制铜台阶 |
| Minecraft | minecraft:exposed_cut_copper_stairs | 78 | 斑驳的切制铜楼梯 |
| Minecraft | minecraft:farmland | 247 | 耕地 |
| Minecraft | minecraft:feather | 733 | 羽毛 |
| Minecraft | minecraft:fermented_spider_eye | 866 | 发酵蛛眼 |
| Minecraft | minecraft:fern | 151 | 蕨 |
| Minecraft | minecraft:filled_map | 847 | 地图 |
| Minecraft | minecraft:fire_charge | 941 | 火焰弹 |
| Minecraft | minecraft:fire_coral | 530 | 火珊瑚 |
| Minecraft | minecraft:fire_coral_block | 525 | 火珊瑚块 |
| Minecraft | minecraft:fire_coral_fan | 540 | 火珊瑚扇 |
| Minecraft | minecraft:firework_rocket | 961 | 烟花火箭 |
| Minecraft | minecraft:firework_star | 962 | 烟火之星 |
| Minecraft | minecraft:fishing_rod | 797 | 钓鱼竿 |
| Minecraft | minecraft:fletching_table | 1047 | 制箭台 |
| Minecraft | minecraft:flint | 762 | 燧石 |
| Minecraft | minecraft:flint_and_steel | 680 | 打火石 |
| Minecraft | minecraft:flower_banner_pattern | 1036 | 旗帜图案 |
| Minecraft | minecraft:flower_pot | 946 | 花盆 |
| Minecraft | minecraft:flowering_azalea | 153 | 盛开的杜鹃花丛 |
| Minecraft | minecraft:flowering_azalea_leaves | 140 | 盛开的杜鹃树叶 |
| Minecraft | minecraft:fox_spawn_egg | 890 | 狐狸刷怪蛋 |
| Minecraft | minecraft:furnace | 248 | 熔炉 |
| Minecraft | minecraft:furnace_minecart | 664 | 动力矿车 |
| Minecraft | minecraft:ghast_spawn_egg | 891 | 恶魂刷怪蛋 |
| Minecraft | minecraft:ghast_tear | 860 | 恶魂之泪 |
