+---------------------------------------------------+
| Mod name | Registry name | Entity class name | ID |
| Minecraft | minecraft:piglin_brute | net.minecraft.class_5419 | 66 |
| Minecraft | minecraft:pillager | net.minecraft.class_1604 | 67 |
| Minecraft | minecraft:player | ? | 111 |
| Minecraft | minecraft:polar_bear | net.minecraft.class_1456 | 68 |
| Minecraft | minecraft:potion | net.minecraft.class_1686 | 92 |
| Minecraft | minecraft:pufferfish | net.minecraft.class_1454 | 70 |
| Minecraft | minecraft:rabbit | net.minecraft.class_1463 | 71 |
| Minecraft | minecraft:ravager | net.minecraft.class_1584 | 72 |
| Minecraft | minecraft:salmon | net.minecraft.class_1462 | 73 |
| Minecraft | minecraft:sheep | net.minecraft.class_1472 | 74 |
| Minecraft | minecraft:shulker | net.minecraft.class_1606 | 75 |
| Minecraft | minecraft:shulker_bullet | net.minecraft.class_1678 | 76 |
| Minecraft | minecraft:silverfish | net.minecraft.class_1614 | 77 |
| Minecraft | minecraft:skeleton | net.minecraft.class_1613 | 78 |
| Minecraft | minecraft:skeleton_horse | net.minecraft.class_1506 | 79 |
| Minecraft | minecraft:slime | net.minecraft.class_1621 | 80 |
| Minecraft | minecraft:small_fireball | net.minecraft.class_1677 | 81 |
| Minecraft | minecraft:snow_golem | net.minecraft.class_1473 | 82 |
| Minecraft | minecraft:snowball | net.minecraft.class_1680 | 83 |
| Minecraft | minecraft:spawner_minecart | net.minecraft.class_1699 | 55 |
| Minecraft | minecraft:spectral_arrow | net.minecraft.class_1679 | 84 |
| Minecraft | minecraft:spider | net.minecraft.class_1628 | 85 |
| Minecraft | minecraft:squid | net.minecraft.class_1477 | 86 |
| Minecraft | minecraft:stray | net.minecraft.class_1627 | 87 |
| Minecraft | minecraft:strider | net.minecraft.class_4985 | 88 |
| Minecraft | minecraft:tnt | net.minecraft.class_1541 | 69 |
| Minecraft | minecraft:tnt_minecart | net.minecraft.class_1701 | 56 |
| Minecraft | minecraft:trader_llama | net.minecraft.class_3986 | 94 |
| Minecraft | minecraft:trident | net.minecraft.class_1685 | 93 |
| Minecraft | minecraft:tropical_fish | net.minecraft.class_1474 | 95 |
| Minecraft | minecraft:turtle | net.minecraft.class_1481 | 96 |
| Minecraft | minecraft:vex | net.minecraft.class_1634 | 97 |
| Minecraft | minecraft:villager | net.minecraft.class_1646 | 98 |
| Minecraft | minecraft:vindicator | net.minecraft.class_1632 | 99 |
| Minecraft | minecraft:wandering_trader | net.minecraft.class_3989 | 100 |
| Minecraft | minecraft:witch | net.minecraft.class_1640 | 101 |
| Minecraft | minecraft:wither | net.minecraft.class_1528 | 102 |
| Minecraft | minecraft:wither_skeleton | net.minecraft.class_1639 | 103 |
| Minecraft | minecraft:wither_skull | net.minecraft.class_1687 | 104 |
| Minecraft | minecraft:wolf | net.minecraft.class_1493 | 105 |
| Minecraft | minecraft:zoglin | net.minecraft.class_5136 | 106 |
| Minecraft | minecraft:zombie | net.minecraft.class_1642 | 107 |
| Minecraft | minecraft:zombie_horse | net.minecraft.class_1507 | 108 |
| Minecraft | minecraft:zombie_villager | net.minecraft.class_1641 | 109 |
| Minecraft | minecraft:zombified_piglin | net.minecraft.class_1590 | 110 |
| Unknown | adventurez:amethyst_golem | net.adventurez.entity.AmethystGolemEntity | 146 |
| Unknown | adventurez:amethyst_shard | net.adventurez.entity.nonliving.AmethystShardEntity | 147 |
| Unknown | adventurez:blaze_guardian | net.adventurez.entity.BlazeGuardianEntity | 130 |
| Unknown | adventurez:blaze_guardian_shield | net.adventurez.entity.nonliving.BlazeGuardianShieldEntity | 143 |
| Unknown | adventurez:brown_fungus | net.adventurez.entity.BrownFungusEntity | 135 |
| Unknown | adventurez:deer | net.adventurez.entity.DeerEntity | 151 |
| Unknown | adventurez:desert_rhino | net.adventurez.entity.DesertRhinoEntity | 148 |
| Unknown | adventurez:dragon | net.adventurez.entity.DragonEntity | 137 |
| Unknown | adventurez:ender_whale | net.adventurez.entity.EnderWhaleEntity | 144 |
| Unknown | adventurez:enderwarthog | net.adventurez.entity.EnderwarthogEntity | 152 |
| Unknown | adventurez:fire_breath | net.adventurez.entity.nonliving.FireBreathEntity | 142 |
| Unknown | adventurez:gilded_stone | net.adventurez.entity.nonliving.GildedStoneEntity | 121 |
| Unknown | adventurez:iguana | net.adventurez.entity.IguanaEntity | 145 |
| Unknown | adventurez:mammoth | net.adventurez.entity.MammothEntity | 138 |
| Unknown | adventurez:necromancer | net.adventurez.entity.NecromancerEntity | 126 |
| Unknown | adventurez:nightmare | net.adventurez.entity.NightmareEntity | 124 |
| Unknown | adventurez:orc | net.adventurez.entity.OrcEntity | 136 |
| Unknown | adventurez:piglin_beast | net.adventurez.entity.PiglinBeastEntity | 123 |
| Unknown | adventurez:red_fungus | net.adventurez.entity.RedFungusEntity | 134 |
| Unknown | adventurez:shaman | net.adventurez.entity.ShamanEntity | 150 |
| Unknown | adventurez:skeleton_vanguard | net.adventurez.entity.SkeletonVanguardEntity | 128 |
| Unknown | adventurez:small_stone_golem | net.adventurez.entity.SmallStoneGolemEntity | 122 |
| Unknown | adventurez:soul_reaper | net.adventurez.entity.SoulReaperEntity | 125 |
| Unknown | adventurez:stone_golem | net.adventurez.entity.StoneGolemEntity | 119 |
| Unknown | adventurez:summoner | net.adventurez.entity.SummonerEntity | 129 |
| Unknown | adventurez:the_eye | net.adventurez.entity.TheEyeEntity | 131 |
| Unknown | adventurez:thrown_rock | net.adventurez.entity.nonliving.ThrownRockEntity | 120 |
| Unknown | adventurez:tiny_eye | net.adventurez.entity.nonliving.TinyEyeEntity | 133 |
| Unknown | adventurez:void_bullet | net.adventurez.entity.nonliving.VoidBulletEntity | 141 |
| Unknown | adventurez:void_cloud | net.adventurez.entity.nonliving.VoidCloudEntity | 149 |
| Unknown | adventurez:void_fragment | net.adventurez.entity.VoidFragmentEntity | 139 |
| Unknown | adventurez:void_shade | net.adventurez.entity.VoidShadeEntity | 140 |
| Unknown | adventurez:void_shadow | net.adventurez.entity.VoidShadowEntity | 132 |
| Unknown | adventurez:wither_puppet | net.adventurez.entity.WitherPuppetEntity | 127 |
| Unknown | arcanus:arcane_barrier | dev.cammiescorner.arcanus.common.entities.ArcaneBarrierEntity | 154 |
| Unknown | arcanus:magic_missile | dev.cammiescorner.arcanus.common.entities.MagicMissileEntity | 155 |
| Unknown | arcanus:solar_strike | dev.cammiescorner.arcanus.common.entities.SolarStrikeEntity | 153 |
| Unknown | betterend:cubozoa | ru.betterend.entity.CubozoaEntity | 160 |
| Unknown | betterend:dragonfly | ru.betterend.entity.DragonflyEntity | 156 |
| Unknown | betterend:end_fish | ru.betterend.entity.EndFishEntity | 158 |
| Unknown | betterend:end_slime | ru.betterend.entity.EndSlimeEntity | 157 |
| Unknown | betterend:shadow_walker | ru.betterend.entity.ShadowWalkerEntity | 159 |
| Unknown | betterend:silk_moth | ru.betterend.entity.SilkMothEntity | 161 |
| Unknown | betternether:chair | paulevs.betternether.entity.EntityChair | 162 |
| Unknown | betternether:firefly | paulevs.betternether.entity.EntityFirefly | 113 |
| Unknown | betternether:flying_pig | paulevs.betternether.entity.EntityFlyingPig | 116 |
| Unknown | betternether:hydrogen_jellyfish | paulevs.betternether.entity.EntityHydrogenJellyfish | 114 |
| Unknown | betternether:jungle_skeleton | paulevs.betternether.entity.EntityJungleSkeleton | 117 |
| Unknown | betternether:naga | paulevs.betternether.entity.EntityNaga | 115 |
| Unknown | betternether:naga_projectile | paulevs.betternether.entity.EntityNagaProjectile | 163 |
| Unknown | betternether:skull | paulevs.betternether.entity.EntitySkull | 118 |
| Unknown | bewitchment:baphomet | moriyashiine.bewitchment.common.entity.living.BaphometEntity | 180 |
| Unknown | bewitchment:cypress_broom | moriyashiine.bewitchment.api.entity.BroomEntity | 165 |
| Unknown | bewitchment:demon | moriyashiine.bewitchment.common.entity.living.DemonEntity | 178 |
| Unknown | bewitchment:dragons_blood_broom | moriyashiine.bewitchment.common.entity.DragonsBloodBroomEntity | 167 |
| Unknown | bewitchment:elder_broom | moriyashiine.bewitchment.common.entity.ElderBroomEntity | 166 |
| Unknown | bewitchment:ghost | moriyashiine.bewitchment.common.entity.living.GhostEntity | 174 |
| Unknown | bewitchment:hellhound | moriyashiine.bewitchment.common.entity.living.HellhoundEntity | 177 |
| Unknown | bewitchment:herne | moriyashiine.bewitchment.common.entity.living.HerneEntity | 182 |
| Unknown | bewitchment:horned_spear | moriyashiine.bewitchment.common.entity.projectile.HornedSpearEntity | 169 |
| Unknown | bewitchment:juniper_broom | moriyashiine.bewitchment.common.entity.JuniperBroomEntity | 164 |
| Unknown | bewitchment:leonard | moriyashiine.bewitchment.common.entity.living.LeonardEntity | 179 |
| Unknown | bewitchment:lilith | moriyashiine.bewitchment.common.entity.living.LilithEntity | 181 |
| Unknown | bewitchment:owl | moriyashiine.bewitchment.common.entity.living.OwlEntity | 170 |
| Unknown | bewitchment:raven | moriyashiine.bewitchment.common.entity.living.RavenEntity | 171 |
| Unknown | bewitchment:silver_arrow | moriyashiine.bewitchment.common.entity.projectile.SilverArrowEntity | 168 |
| Unknown | bewitchment:snake | moriyashiine.bewitchment.common.entity.living.SnakeEntity | 172 |
| Unknown | bewitchment:toad | moriyashiine.bewitchment.common.entity.living.ToadEntity | 173 |
| Unknown | bewitchment:vampire | moriyashiine.bewitchment.common.entity.living.VampireEntity | 175 |
| Unknown | bewitchment:werewolf | moriyashiine.bewitchment.common.entity.living.WerewolfEntity | 176 |
| Unknown | bosses_of_mass_destruction:blue_fireball | net.barribob.boss.projectile.MagicMissileProjectile | 184 |
| Unknown | bosses_of_mass_destruction:comet | net.barribob.boss.projectile.comet.CometProjectile | 185 |
| Unknown | bosses_of_mass_destruction:gauntlet | net.barribob.boss.mob.mobs.gauntlet.GauntletEntity | 188 |
| Unknown | bosses_of_mass_destruction:lich | net.barribob.boss.mob.mobs.lich.LichEntity | 183 |
| Unknown | bosses_of_mass_destruction:obsidilith | net.barribob.boss.mob.mobs.obsidilith.ObsidilithEntity | 187 |
| Unknown | bosses_of_mass_destruction:petal_blade | net.barribob.boss.projectile.PetalBladeProjectile | 191 |
| Unknown | bosses_of_mass_destruction:soul_star | net.barribob.boss.item.SoulStarEntity | 186 |
| Unknown | bosses_of_mass_destruction:spore_ball | net.barribob.boss.projectile.SporeBallProjectile | 190 |
| Unknown | bosses_of_mass_destruction:void_blossom | net.barribob.boss.mob.mobs.void_blossom.VoidBlossomEntity | 189 |
| Unknown | creeperoverhaul:badlands_creeper | tech.thatgravyboat.creeperoverhaul.common.entity.base.BaseCreeper | 195 |
| Unknown | creeperoverhaul:bamboo_creeper | tech.thatgravyboat.creeperoverhaul.common.entity.base.NeutralCreeper | 193 |
| Unknown | creeperoverhaul:beach_creeper | tech.thatgravyboat.creeperoverhaul.common.entity.base.BaseCreeper | 204 |
| Unknown | creeperoverhaul:cave_creeper | tech.thatgravyboat.creeperoverhaul.common.entity.base.BaseCreeper | 201 |
| Unknown | creeperoverhaul:dark_oak_creeper | tech.thatgravyboat.creeperoverhaul.common.entity.base.BaseCreeper | 202 |
| Unknown | creeperoverhaul:desert_creeper | tech.thatgravyboat.creeperoverhaul.common.entity.base.BaseCreeper | 194 |
| Unknown | creeperoverhaul:dripstone_creeper | tech.thatgravyboat.creeperoverhaul.common.entity.base.BaseCreeper | 200 |
| Unknown | creeperoverhaul:hills_creeper | tech.thatgravyboat.creeperoverhaul.common.entity.base.NeutralCreeper | 196 |
| Unknown | creeperoverhaul:jungle_creeper | tech.thatgravyboat.creeperoverhaul.common.entity.base.BaseCreeper | 192 |
| Unknown | creeperoverhaul:mushroom_creeper | tech.thatgravyboat.creeperoverhaul.common.entity.base.NeutralCreeper | 198 |
| Unknown | creeperoverhaul:savannah_creeper | tech.thatgravyboat.creeperoverhaul.common.entity.base.NeutralCreeper | 197 |
| Unknown | creeperoverhaul:snowy_creeper | tech.thatgravyboat.creeperoverhaul.common.entity.base.NeutralCreeper | 205 |
| Unknown | creeperoverhaul:spruce_creeper | tech.thatgravyboat.creeperoverhaul.common.entity.base.BaseCreeper | 203 |
| Unknown | creeperoverhaul:swamp_creeper | tech.thatgravyboat.creeperoverhaul.common.entity.base.BaseCreeper | 199 |
| Unknown | dragonloot:dragon_trident | net.dragonloot.entity.DragonTridentEntity | 206 |
| Unknown | edenring:lightning_ray | paulevs.edenring.entities.LightningRayEntity | 207 |
| Unknown | gobber2:nemesis | com.kwpugh.gobber2.entities.NemesisEntity | 208 |
| Unknown | graveyard:acolyte | com.finallion.graveyard.entities.AcolyteEntity | 210 |
| Unknown | graveyard:ghoul | com.finallion.graveyard.entities.BaseGhoulEntity | 211 |
| Unknown | graveyard:nightmare | com.finallion.graveyard.entities.NightmareEntity | 214 |
| Unknown | graveyard:reaper | com.finallion.graveyard.entities.ReaperEntity | 212 |
| Unknown | graveyard:revenant | com.finallion.graveyard.entities.RevenantEntity | 213 |
| Unknown | graveyard:skeleton_creeper | com.finallion.graveyard.entities.SkeletonCreeper | 209 |
| Unknown | guardvillagers:guard | dev.mrsterner.guardvillagers.common.entity.GuardEntity | 215 |
| Unknown | hoverpets:blaze_pet | safro.hover.pets.pet.BlazePet | 216 |
| Unknown | hoverpets:chicken_pet | safro.hover.pets.pet.ChickenPet | 218 |
| Unknown | hoverpets:cow_pet | safro.hover.pets.pet.CowPet | 219 |
| Unknown | hoverpets:creeper_pet | safro.hover.pets.pet.CreeperPet | 224 |
| Unknown | hoverpets:fox_pet | safro.hover.pets.pet.FoxPet | 220 |
| Unknown | hoverpets:glow_squid_pet | safro.hover.pets.pet.GlowSquidPet | 221 |
| Unknown | hoverpets:magma_cube_pet | safro.hover.pets.pet.MagmaCubePet | 223 |
| Unknown | hoverpets:ocelot_pet | safro.hover.pets.pet.OcelotPet | 217 |
| Unknown | hoverpets:panda_pet | safro.hover.pets.pet.PandaPet | 225 |
| Unknown | hoverpets:pufferfish_pet | safro.hover.pets.pet.PufferfishPet | 222 |
| Unknown | hoverpets:witch_pet | safro.hover.pets.pet.WitchPet | 226 |
| Unknown | impaled:atlan | ladysnake.impaled.common.entity.ImpaledTridentEntity | 231 |
| Unknown | impaled:elder_trident | ladysnake.impaled.common.entity.ElderTridentEntity | 229 |
| Unknown | impaled:guardian_trident | ladysnake.impaled.common.entity.GuardianTridentEntity | 230 |
| Unknown | impaled:hellfork | ladysnake.impaled.common.entity.HellforkEntity | 228 |
| Unknown | impaled:pitchfork | ladysnake.impaled.common.entity.PitchforkEntity | 227 |
| Unknown | magiccombatwands:magic_ball | dlovin.smalls.magiccombatwands.core.entities.MagicBall | 255 |
| Unknown | mcdar:buzzy_nest_bee | chronosacaria.mcdar.entities.BuzzyNestBeeEntity | 232 |
| Unknown | mcdar:enchanted_blue_sheep | chronosacaria.mcdar.entities.EnchantedGrassBlueSheepEntity | 233 |
| Unknown | mcdar:enchanted_green_sheep | chronosacaria.mcdar.entities.EnchantedGrassGreenSheepEntity | 234 |
| Unknown | mcdar:enchanted_red_sheep | chronosacaria.mcdar.entities.EnchantedGrassRedSheepEntity | 235 |
| Unknown | mcdar:golem_kit_golem | chronosacaria.mcdar.entities.GolemKitGolemEntity | 236 |
| Unknown | mcdar:tasty_bone_wolf | chronosacaria.mcdar.entities.TastyBoneWolfEntity | 237 |
| Unknown | mcdar:wonderful_wheat_llama | chronosacaria.mcdar.entities.WonderfulWheatLlamaEntity | 238 |
| Unknown | mcdw:summoned_bee | chronosacaria.mcdw.enchants.summons.entity.SummonedBeeEntity | 256 |
| Unknown | megaparrot:megaparrot | website.skylorbeck.minecraft.megaparrot.entity.MegaParrotEntity | 239 |
| Unknown | sculk_worm:sculk_segment_entity | net.sculk_worm.worm.body.SculkWormSegmentEntity | 241 |
| Unknown | sculk_worm:sculk_worm_entity | net.sculk_worm.worm.SculkWormEntity | 240 |
| Unknown | terraform:boat | com.terraformersmc.terraform.boat.impl.TerraformBoatEntity | 242 |
| Unknown | tinyskeletons:baby_skeleton | fuzs.tinyskeletons.world.entity.monster.BabySkeleton | 243 |
| Unknown | tinyskeletons:baby_stray | fuzs.tinyskeletons.world.entity.monster.BabyStray | 245 |
| Unknown | tinyskeletons:baby_wither_skeleton | fuzs.tinyskeletons.world.entity.monster.BabyWitherSkeleton | 244 |
| Unknown | zombified:arctic_zombie | safro.zombified.entity.ArcticZombieEntity | 246 |
| Unknown | zombified:beserker_zombie | safro.zombified.entity.BeserkerZombieEntity | 252 |
| Unknown | zombified:brute_zombie | safro.zombified.entity.BruteZombieEntity | 249 |
| Unknown | zombified:crystal_zombie | safro.zombified.entity.CrystalZombieEntity | 248 |
| Unknown | zombified:energy_charge_projectile | safro.zombified.item.EnergyChargeProjectileEntity | 254 |
| Unknown | zombified:infernal_zombie | safro.zombified.entity.InfernalZombieEntity | 247 |
| Unknown | zombified:miner_zombie | safro.zombified.entity.MinerZombieEntity | 250 |
| Unknown | zombified:sludge_zombie | safro.zombified.entity.SludgeZombieEntity | 251 |
| Unknown | zombified:squirm_zombie | safro.zombified.entity.SquirmZombieEntity | 253 |
+---------------------------------------------------+
| Mod name | Registry name | Entity class name | ID |
+---------------------------------------------------+
