+-------------------------------+
| Mod name | Registry name | ID |
| Unknown | adventurez:dragon | 137 |
| Unknown | adventurez:ender_whale | 144 |
| Unknown | adventurez:enderwarthog | 152 |
| Unknown | adventurez:fire_breath | 142 |
| Unknown | adventurez:gilded_stone | 121 |
| Unknown | adventurez:iguana | 145 |
| Unknown | adventurez:mammoth | 138 |
| Unknown | adventurez:necromancer | 126 |
| Unknown | adventurez:nightmare | 124 |
| Unknown | adventurez:orc | 136 |
| Unknown | adventurez:piglin_beast | 123 |
| Unknown | adventurez:red_fungus | 134 |
| Unknown | adventurez:shaman | 150 |
| Unknown | adventurez:skeleton_vanguard | 128 |
| Unknown | adventurez:small_stone_golem | 122 |
| Unknown | adventurez:soul_reaper | 125 |
| Unknown | adventurez:stone_golem | 119 |
| Unknown | adventurez:summoner | 129 |
| Unknown | adventurez:the_eye | 131 |
| Unknown | adventurez:thrown_rock | 120 |
| Unknown | adventurez:tiny_eye | 133 |
| Unknown | adventurez:void_bullet | 141 |
| Unknown | adventurez:void_cloud | 149 |
| Unknown | adventurez:void_fragment | 139 |
| Unknown | adventurez:void_shade | 140 |
| Unknown | adventurez:void_shadow | 132 |
| Unknown | adventurez:wither_puppet | 127 |
| Unknown | arcanus:arcane_barrier | 154 |
| Unknown | arcanus:magic_missile | 155 |
| Unknown | arcanus:solar_strike | 153 |
| Unknown | betterend:cubozoa | 160 |
| Unknown | betterend:dragonfly | 156 |
| Unknown | betterend:end_fish | 158 |
| Unknown | betterend:end_slime | 157 |
| Unknown | betterend:shadow_walker | 159 |
| Unknown | betterend:silk_moth | 161 |
| Unknown | betternether:chair | 162 |
| Unknown | betternether:firefly | 113 |
| Unknown | betternether:flying_pig | 116 |
| Unknown | betternether:hydrogen_jellyfish | 114 |
| Unknown | betternether:jungle_skeleton | 117 |
| Unknown | betternether:naga | 115 |
| Unknown | betternether:naga_projectile | 163 |
| Unknown | betternether:skull | 118 |
| Unknown | bewitchment:baphomet | 180 |
| Unknown | bewitchment:cypress_broom | 165 |
| Unknown | bewitchment:demon | 178 |
| Unknown | bewitchment:dragons_blood_broom | 167 |
| Unknown | bewitchment:elder_broom | 166 |
| Unknown | bewitchment:ghost | 174 |
| Unknown | bewitchment:hellhound | 177 |
| Unknown | bewitchment:herne | 182 |
| Unknown | bewitchment:horned_spear | 169 |
| Unknown | bewitchment:juniper_broom | 164 |
| Unknown | bewitchment:leonard | 179 |
| Unknown | bewitchment:lilith | 181 |
| Unknown | bewitchment:owl | 170 |
| Unknown | bewitchment:raven | 171 |
| Unknown | bewitchment:silver_arrow | 168 |
| Unknown | bewitchment:snake | 172 |
| Unknown | bewitchment:toad | 173 |
| Unknown | bewitchment:vampire | 175 |
| Unknown | bewitchment:werewolf | 176 |
| Unknown | bosses_of_mass_destruction:blue_fireball | 184 |
| Unknown | bosses_of_mass_destruction:comet | 185 |
| Unknown | bosses_of_mass_destruction:gauntlet | 188 |
| Unknown | bosses_of_mass_destruction:lich | 183 |
| Unknown | bosses_of_mass_destruction:obsidilith | 187 |
| Unknown | bosses_of_mass_destruction:petal_blade | 191 |
| Unknown | bosses_of_mass_destruction:soul_star | 186 |
| Unknown | bosses_of_mass_destruction:spore_ball | 190 |
| Unknown | bosses_of_mass_destruction:void_blossom | 189 |
| Unknown | creeperoverhaul:badlands_creeper | 195 |
| Unknown | creeperoverhaul:bamboo_creeper | 193 |
| Unknown | creeperoverhaul:beach_creeper | 204 |
| Unknown | creeperoverhaul:cave_creeper | 201 |
| Unknown | creeperoverhaul:dark_oak_creeper | 202 |
| Unknown | creeperoverhaul:desert_creeper | 194 |
| Unknown | creeperoverhaul:dripstone_creeper | 200 |
| Unknown | creeperoverhaul:hills_creeper | 196 |
| Unknown | creeperoverhaul:jungle_creeper | 192 |
| Unknown | creeperoverhaul:mushroom_creeper | 198 |
| Unknown | creeperoverhaul:savannah_creeper | 197 |
| Unknown | creeperoverhaul:snowy_creeper | 205 |
| Unknown | creeperoverhaul:spruce_creeper | 203 |
| Unknown | creeperoverhaul:swamp_creeper | 199 |
| Unknown | dragonloot:dragon_trident | 206 |
| Unknown | edenring:lightning_ray | 207 |
| Unknown | gobber2:nemesis | 208 |
| Unknown | graveyard:acolyte | 210 |
| Unknown | graveyard:ghoul | 211 |
| Unknown | graveyard:nightmare | 214 |
| Unknown | graveyard:reaper | 212 |
| Unknown | graveyard:revenant | 213 |
| Unknown | graveyard:skeleton_creeper | 209 |
| Unknown | guardvillagers:guard | 215 |
| Unknown | hookshot:hookshot | 216 |
| Unknown | hoverpets:blaze_pet | 217 |
| Unknown | hoverpets:chicken_pet | 219 |
| Unknown | hoverpets:cow_pet | 220 |
| Unknown | hoverpets:creeper_pet | 225 |
| Unknown | hoverpets:fox_pet | 221 |
| Unknown | hoverpets:glow_squid_pet | 222 |
| Unknown | hoverpets:magma_cube_pet | 224 |
| Unknown | hoverpets:ocelot_pet | 218 |
| Unknown | hoverpets:panda_pet | 226 |
| Unknown | hoverpets:pufferfish_pet | 223 |
| Unknown | hoverpets:witch_pet | 227 |
| Unknown | impaled:atlan | 232 |
| Unknown | impaled:elder_trident | 230 |
| Unknown | impaled:guardian_trident | 231 |
| Unknown | impaled:hellfork | 229 |
| Unknown | impaled:pitchfork | 228 |
| Unknown | magiccombatwands:magic_ball | 268 |
| Unknown | mcda:summoned_bee | 269 |
| Unknown | mcdar:buzzy_nest_bee | 233 |
| Unknown | mcdar:enchanted_blue_sheep | 234 |
| Unknown | mcdar:enchanted_green_sheep | 235 |
| Unknown | mcdar:enchanted_red_sheep | 236 |
| Unknown | mcdar:golem_kit_golem | 237 |
| Unknown | mcdar:tasty_bone_wolf | 238 |
| Unknown | mcdar:wonderful_wheat_llama | 239 |
| Unknown | mcdw:summoned_bee | 270 |
| Unknown | megaparrot:megaparrot | 240 |
| Unknown | mythicmounts:acencia | 252 |
| Unknown | mythicmounts:archelon | 251 |
| Unknown | mythicmounts:courierbird | 247 |
| Unknown | mythicmounts:direwolf | 241 |
| Unknown | mythicmounts:dragon | 249 |
| Unknown | mythicmounts:geckotoalizard | 244 |
| Unknown | mythicmounts:griffon | 242 |
| Unknown | mythicmounts:moth | 243 |
| Unknown | mythicmounts:netherbat | 248 |
| Unknown | mythicmounts:nightmare | 250 |
| Unknown | mythicmounts:nudibranch | 245 |
| Unknown | mythicmounts:ridinglizard | 246 |
| Unknown | sculk_worm:sculk_segment_entity | 254 |
| Unknown | sculk_worm:sculk_worm_entity | 253 |
| Unknown | terraform:boat | 255 |
| Unknown | tinyskeletons:baby_skeleton | 256 |
| Unknown | tinyskeletons:baby_stray | 258 |
| Unknown | tinyskeletons:baby_wither_skeleton | 257 |
| Unknown | zombified:arctic_zombie | 259 |
| Unknown | zombified:beserker_zombie | 265 |
| Unknown | zombified:brute_zombie | 262 |
| Unknown | zombified:crystal_zombie | 261 |
| Unknown | zombified:energy_charge_projectile | 267 |
| Unknown | zombified:infernal_zombie | 260 |
| Unknown | zombified:miner_zombie | 263 |
| Unknown | zombified:sludge_zombie | 264 |
| Unknown | zombified:squirm_zombie | 266 |
+-------------------------------+
| Mod name | Registry name | ID |
+-------------------------------+
