+-------------------------------+
| Mod name | Registry name | ID |
| Unknown | adventurez:dragon | 137 |
| Unknown | adventurez:ender_whale | 144 |
| Unknown | adventurez:enderwarthog | 152 |
| Unknown | adventurez:fire_breath | 142 |
| Unknown | adventurez:gilded_stone | 121 |
| Unknown | adventurez:iguana | 145 |
| Unknown | adventurez:mammoth | 138 |
| Unknown | adventurez:necromancer | 126 |
| Unknown | adventurez:nightmare | 124 |
| Unknown | adventurez:orc | 136 |
| Unknown | adventurez:piglin_beast | 123 |
| Unknown | adventurez:red_fungus | 134 |
| Unknown | adventurez:shaman | 150 |
| Unknown | adventurez:skeleton_vanguard | 128 |
| Unknown | adventurez:small_stone_golem | 122 |
| Unknown | adventurez:soul_reaper | 125 |
| Unknown | adventurez:stone_golem | 119 |
| Unknown | adventurez:summoner | 129 |
| Unknown | adventurez:the_eye | 131 |
| Unknown | adventurez:thrown_rock | 120 |
| Unknown | adventurez:tiny_eye | 133 |
| Unknown | adventurez:void_bullet | 141 |
| Unknown | adventurez:void_cloud | 149 |
| Unknown | adventurez:void_fragment | 139 |
| Unknown | adventurez:void_shade | 140 |
| Unknown | adventurez:void_shadow | 132 |
| Unknown | adventurez:wither_puppet | 127 |
| Unknown | arcanus:arcane_barrier | 154 |
| Unknown | arcanus:magic_missile | 155 |
| Unknown | arcanus:solar_strike | 153 |
| Unknown | betterend:cubozoa | 160 |
| Unknown | betterend:dragonfly | 156 |
| Unknown | betterend:end_fish | 158 |
| Unknown | betterend:end_slime | 157 |
| Unknown | betterend:shadow_walker | 159 |
| Unknown | betterend:silk_moth | 161 |
| Unknown | betternether:chair | 162 |
| Unknown | betternether:firefly | 113 |
| Unknown | betternether:flying_pig | 116 |
| Unknown | betternether:hydrogen_jellyfish | 114 |
| Unknown | betternether:jungle_skeleton | 117 |
| Unknown | betternether:naga | 115 |
| Unknown | betternether:naga_projectile | 163 |
| Unknown | betternether:skull | 118 |
| Unknown | bewitchment:baphomet | 180 |
| Unknown | bewitchment:cypress_broom | 165 |
| Unknown | bewitchment:demon | 178 |
| Unknown | bewitchment:dragons_blood_broom | 167 |
| Unknown | bewitchment:elder_broom | 166 |
| Unknown | bewitchment:ghost | 174 |
| Unknown | bewitchment:hellhound | 177 |
| Unknown | bewitchment:herne | 182 |
| Unknown | bewitchment:horned_spear | 169 |
| Unknown | bewitchment:juniper_broom | 164 |
| Unknown | bewitchment:leonard | 179 |
| Unknown | bewitchment:lilith | 181 |
| Unknown | bewitchment:owl | 170 |
| Unknown | bewitchment:raven | 171 |
| Unknown | bewitchment:silver_arrow | 168 |
| Unknown | bewitchment:snake | 172 |
| Unknown | bewitchment:toad | 173 |
| Unknown | bewitchment:vampire | 175 |
| Unknown | bewitchment:werewolf | 176 |
| Unknown | bosses_of_mass_destruction:blue_fireball | 184 |
| Unknown | bosses_of_mass_destruction:charged_ender_pearl | 187 |
| Unknown | bosses_of_mass_destruction:comet | 185 |
| Unknown | bosses_of_mass_destruction:gauntlet | 189 |
| Unknown | bosses_of_mass_destruction:lich | 183 |
| Unknown | bosses_of_mass_destruction:obsidilith | 188 |
| Unknown | bosses_of_mass_destruction:petal_blade | 192 |
| Unknown | bosses_of_mass_destruction:soul_star | 186 |
| Unknown | bosses_of_mass_destruction:spore_ball | 191 |
| Unknown | bosses_of_mass_destruction:void_blossom | 190 |
| Unknown | creeperoverhaul:badlands_creeper | 196 |
| Unknown | creeperoverhaul:bamboo_creeper | 194 |
| Unknown | creeperoverhaul:beach_creeper | 205 |
| Unknown | creeperoverhaul:cave_creeper | 202 |
| Unknown | creeperoverhaul:dark_oak_creeper | 203 |
| Unknown | creeperoverhaul:desert_creeper | 195 |
| Unknown | creeperoverhaul:dripstone_creeper | 201 |
| Unknown | creeperoverhaul:hills_creeper | 197 |
| Unknown | creeperoverhaul:jungle_creeper | 193 |
| Unknown | creeperoverhaul:mushroom_creeper | 199 |
| Unknown | creeperoverhaul:savannah_creeper | 198 |
| Unknown | creeperoverhaul:snowy_creeper | 206 |
| Unknown | creeperoverhaul:spruce_creeper | 204 |
| Unknown | creeperoverhaul:swamp_creeper | 200 |
| Unknown | dragonloot:dragon_trident | 207 |
| Unknown | edenring:diskwing | 208 |
| Unknown | edenring:lightning_ray | 209 |
| Unknown | gobber2:nemesis | 210 |
| Unknown | graveyard:acolyte | 212 |
| Unknown | graveyard:ghoul | 213 |
| Unknown | graveyard:nightmare | 216 |
| Unknown | graveyard:reaper | 214 |
| Unknown | graveyard:revenant | 215 |
| Unknown | graveyard:skeleton_creeper | 211 |
| Unknown | hookshot:hookshot | 217 |
| Unknown | hoverpets:blaze_pet | 218 |
| Unknown | hoverpets:chicken_pet | 220 |
| Unknown | hoverpets:cow_pet | 221 |
| Unknown | hoverpets:creeper_pet | 226 |
| Unknown | hoverpets:fox_pet | 222 |
| Unknown | hoverpets:glow_squid_pet | 223 |
| Unknown | hoverpets:magma_cube_pet | 225 |
| Unknown | hoverpets:ocelot_pet | 219 |
| Unknown | hoverpets:panda_pet | 227 |
| Unknown | hoverpets:pufferfish_pet | 224 |
| Unknown | hoverpets:witch_pet | 228 |
| Unknown | impaled:atlan | 233 |
| Unknown | impaled:elder_trident | 231 |
| Unknown | impaled:guardian_trident | 232 |
| Unknown | impaled:hellfork | 230 |
| Unknown | impaled:pitchfork | 229 |
| Unknown | magiccombatwands:magic_ball | 371 |
| Unknown | mcda:summoned_bee | 372 |
| Unknown | mcdar:buzzy_nest_bee | 234 |
| Unknown | mcdar:enchanted_blue_sheep | 235 |
| Unknown | mcdar:enchanted_green_sheep | 236 |
| Unknown | mcdar:enchanted_red_sheep | 237 |
| Unknown | mcdar:golem_kit_golem | 238 |
| Unknown | mcdar:tasty_bone_wolf | 239 |
| Unknown | mcdar:wonderful_wheat_llama | 240 |
| Unknown | mcdw:summoned_bee | 373 |
| Unknown | megaparrot:megaparrot | 241 |
| Unknown | mobz:archer | 259 |
| Unknown | mobz:archer2 | 260 |
| Unknown | mobz:armored | 245 |
| Unknown | mobz:babyravager | 291 |
| Unknown | mobz:bigboss | 261 |
| Unknown | mobz:blackbear | 275 |
| Unknown | mobz:boar | 278 |
| Unknown | mobz:boar2 | 279 |
| Unknown | mobz:boar3 | 280 |
| Unknown | mobz:boss | 246 |
| Unknown | mobz:brownbear | 276 |
| Unknown | mobz:creep | 247 |
| Unknown | mobz:crip | 248 |
| Unknown | mobz:dog | 270 |
| Unknown | mobz:dwarf | 273 |
| Unknown | mobz:ender | 249 |
| Unknown | mobz:enderzombie | 250 |
| Unknown | mobz:fast | 243 |
| Unknown | mobz:friend | 281 |
| Unknown | mobz:frost | 268 |
| Unknown | mobz:frostball | 269 |
| Unknown | mobz:fulliron | 267 |
| Unknown | mobz:gchicken | 277 |
| Unknown | mobz:icegolem | 255 |
| Unknown | mobz:illusioner | 272 |
| Unknown | mobz:islandking | 292 |
| Unknown | mobz:islandknightnormal | 293 |
| Unknown | mobz:islandknightspecial | 294 |
| Unknown | mobz:islandknightspecial2 | 295 |
| Unknown | mobz:islandvex | 296 |
| Unknown | mobz:knight | 262 |
| Unknown | mobz:knight2 | 263 |
| Unknown | mobz:knight3 | 282 |
| Unknown | mobz:knight4 | 283 |
| Unknown | mobz:knight5 | 284 |
| Unknown | mobz:lavagolem | 254 |
| Unknown | mobz:mage | 264 |
| Unknown | mobz:mage2 | 265 |
| Unknown | mobz:metalgolem | 297 |
| Unknown | mobz:pigman | 253 |
| Unknown | mobz:pillagerboss | 290 |
| Unknown | mobz:screeper | 298 |
| Unknown | mobz:skeli1 | 256 |
| Unknown | mobz:skeli2 | 257 |
| Unknown | mobz:skeli3 | 258 |
| Unknown | mobz:skeli4 | 286 |
| Unknown | mobz:slimo | 287 |
| Unknown | mobz:smallzombie | 266 |
| Unknown | mobz:spi | 251 |
| Unknown | mobz:spismall | 274 |
| Unknown | mobz:spo | 252 |
| Unknown | mobz:stonegolem | 271 |
| Unknown | mobz:tadpode | 300 |
| Unknown | mobz:tank | 242 |
| Unknown | mobz:test | 244 |
| Unknown | mobz:toad | 299 |
| Unknown | mobz:toad_giant | 301 |
| Unknown | mobz:tspider | 289 |
| Unknown | mobz:wasp | 302 |
| Unknown | mobz:with | 285 |
| Unknown | mobz:withender | 288 |
| Unknown | mythicmounts:acencia | 314 |
| Unknown | mythicmounts:archelon | 313 |
| Unknown | mythicmounts:courierbird | 309 |
| Unknown | mythicmounts:direwolf | 303 |
| Unknown | mythicmounts:dragon | 311 |
| Unknown | mythicmounts:geckotoalizard | 306 |
| Unknown | mythicmounts:griffon | 304 |
| Unknown | mythicmounts:moth | 305 |
| Unknown | mythicmounts:netherbat | 310 |
| Unknown | mythicmounts:nightmare | 312 |
| Unknown | mythicmounts:nudibranch | 307 |
| Unknown | mythicmounts:ridinglizard | 308 |
| Unknown | sculk_worm:sculk_segment_entity | 316 |
| Unknown | sculk_worm:sculk_worm_entity | 315 |
| Unknown | terraform:boat | 317 |
| Unknown | tinyskeletons:baby_skeleton | 318 |
| Unknown | tinyskeletons:baby_stray | 320 |
| Unknown | tinyskeletons:baby_wither_skeleton | 319 |
| Unknown | xtraarrows:diamond_arrow | 321 |
| Unknown | xtraarrows:diamond_ender_arrow | 327 |
| Unknown | xtraarrows:diamond_explosive_arrow | 325 |
| Unknown | xtraarrows:diamond_lightning_arrow | 326 |
| Unknown | xtraarrows:diamond_slime_arrow | 328 |
| Unknown | xtraarrows:diamond_torch_arrow | 329 |
| Unknown | xtraarrows:diamond_tracking_arrow | 330 |
| Unknown | xtraarrows:diamond_vexing_arrow | 331 |
| Unknown | xtraarrows:flint_ender_arrow | 355 |
| Unknown | xtraarrows:flint_explosive_arrow | 353 |
| Unknown | xtraarrows:flint_lightning_arrow | 354 |
| Unknown | xtraarrows:flint_slime_arrow | 356 |
| Unknown | xtraarrows:flint_torch_arrow | 357 |
| Unknown | xtraarrows:flint_tracking_arrow | 358 |
| Unknown | xtraarrows:flint_vexing_arrow | 359 |
| Unknown | xtraarrows:golden_arrow | 323 |
| Unknown | xtraarrows:golden_ender_arrow | 341 |
| Unknown | xtraarrows:golden_explosive_arrow | 339 |
| Unknown | xtraarrows:golden_lightning_arrow | 340 |
| Unknown | xtraarrows:golden_slime_arrow | 342 |
| Unknown | xtraarrows:golden_torch_arrow | 343 |
| Unknown | xtraarrows:golden_tracking_arrow | 344 |
| Unknown | xtraarrows:golden_vexing_arrow | 345 |
| Unknown | xtraarrows:headless_arrow | 360 |
| Unknown | xtraarrows:iron_arrow | 322 |
| Unknown | xtraarrows:iron_ender_arrow | 334 |
| Unknown | xtraarrows:iron_explosive_arrow | 332 |
| Unknown | xtraarrows:iron_lightning_arrow | 333 |
| Unknown | xtraarrows:iron_slime_arrow | 335 |
| Unknown | xtraarrows:iron_torch_arrow | 336 |
| Unknown | xtraarrows:iron_tracking_arrow | 337 |
| Unknown | xtraarrows:iron_vexing_arrow | 338 |
| Unknown | xtraarrows:netherite_arrow | 324 |
| Unknown | xtraarrows:netherite_ender_arrow | 348 |
| Unknown | xtraarrows:netherite_explosive_arrow | 346 |
| Unknown | xtraarrows:netherite_lightning_arrow | 347 |
| Unknown | xtraarrows:netherite_slime_arrow | 349 |
| Unknown | xtraarrows:netherite_torch_arrow | 350 |
| Unknown | xtraarrows:netherite_tracking_arrow | 351 |
| Unknown | xtraarrows:netherite_vexing_arrow | 352 |
| Unknown | xtraarrows:padded_arrow | 361 |
| Unknown | zombified:arctic_zombie | 362 |
| Unknown | zombified:beserker_zombie | 368 |
| Unknown | zombified:brute_zombie | 365 |
| Unknown | zombified:crystal_zombie | 364 |
| Unknown | zombified:energy_charge_projectile | 370 |
| Unknown | zombified:infernal_zombie | 363 |
| Unknown | zombified:miner_zombie | 366 |
| Unknown | zombified:sludge_zombie | 367 |
| Unknown | zombified:squirm_zombie | 369 |
+-------------------------------+
| Mod name | Registry name | ID |
+-------------------------------+
