+-------------------------------------------+
| Registry name | Name | Type | Rarity | ID |
| mcdar:beast_surge | enchantment.mcdar.beast_surge | ARMOR | VERY_RARE (1) | 114 |
| mcdar:cooldown | enchantment.mcdar.cooldown | ARMOR | VERY_RARE (1) | 115 |
| mcdw:ambush | enchantment.mcdw.ambush | WEAPON | VERY_RARE (1) | 116 |
| mcdw:anima_conduit | enchantment.mcdw.anima_conduit | WEAPON | VERY_RARE (1) | 117 |
| mcdw:bonus_shot | enchantment.mcdw.bonus_shot | CROSSBOW | VERY_RARE (1) | 145 |
| mcdw:chain_reaction | enchantment.mcdw.chain_reaction | CROSSBOW | VERY_RARE (1) | 146 |
| mcdw:chains | enchantment.mcdw.chains | WEAPON | VERY_RARE (1) | 119 |
| mcdw:charge | enchantment.mcdw.charge | BOW | VERY_RARE (1) | 147 |
| mcdw:cobweb_shot | enchantment.mcdw.cobweb_shot | BOW | VERY_RARE (1) | 148 |
| mcdw:committed | enchantment.mcdw.committed | WEAPON | VERY_RARE (1) | 120 |
| mcdw:critical_hit | enchantment.mcdw.critical_hit | WEAPON | VERY_RARE (1) | 118 |
| mcdw:echo | enchantment.mcdw.echo | WEAPON | VERY_RARE (1) | 121 |
| mcdw:enigma_resonator | enchantment.mcdw.enigma_resonator | WEAPON | VERY_RARE (1) | 122 |
| mcdw:exploding | enchantment.mcdw.exploding | WEAPON | VERY_RARE (1) | 123 |
| mcdw:freezing | enchantment.mcdw.freezing | WEAPON | VERY_RARE (1) | 124 |
| mcdw:fuse_shot | enchantment.mcdw.fuse_shot | BOW | VERY_RARE (1) | 149 |
| mcdw:gravity | enchantment.mcdw.gravity | WEAPON | VERY_RARE (1) | 125 |
| mcdw:growing | enchantment.mcdw.growing | CROSSBOW | VERY_RARE (1) | 150 |
| mcdw:guarding_strike | enchantment.mcdw.guarding_strike | WEAPON | VERY_RARE (1) | 126 |
| mcdw:illagers_bane | enchantment.mcdw.illagers_bane | WEAPON | VERY_RARE (1) | 127 |
| mcdw:jungle_poison | enchantment.mcdw.jungle_poison | WEAPON | VERY_RARE (1) | 128 |
| mcdw:leeching | enchantment.mcdw.leeching | WEAPON | VERY_RARE (1) | 129 |
| mcdw:levitation_shot | enchantment.mcdw.levitation_shot | BOW | VERY_RARE (1) | 151 |
| mcdw:phantoms_mark | enchantment.mcdw.phantoms_mark | BOW | VERY_RARE (1) | 152 |
| mcdw:poison_cloud | enchantment.mcdw.poison_cloud | WEAPON | VERY_RARE (1) | 130 |
| mcdw:prospector | enchantment.mcdw.prospector | WEAPON | VERY_RARE (1) | 131 |
| mcdw:radiance | enchantment.mcdw.radiance | WEAPON | VERY_RARE (1) | 132 |
| mcdw:radiance_shot | enchantment.mcdw.radiance_shot | BOW | VERY_RARE (1) | 153 |
| mcdw:rampaging | enchantment.mcdw.rampaging | WEAPON | VERY_RARE (1) | 133 |
| mcdw:refreshment | enchantment.mcdw.refreshment | WEAPON | VERY_RARE (1) | 134 |
| mcdw:refreshment_shot | enchantment.mcdw.refreshment_shot | BOW | VERY_RARE (1) | 154 |
| mcdw:replenish | enchantment.mcdw.replenish | BOW | VERY_RARE (1) | 155 |
| mcdw:ricochet | enchantment.mcdw.ricochet | BOW | VERY_RARE (1) | 156 |
| mcdw:rushdown | enchantment.mcdw.rushdown | WEAPON | VERY_RARE (1) | 135 |
| mcdw:shockwave | enchantment.mcdw.shockwave | WEAPON | VERY_RARE (1) | 136 |
| mcdw:smiting | enchantment.mcdw.smiting | WEAPON | VERY_RARE (1) | 137 |
| mcdw:soul_devourer | enchantment.mcdw.soul_devourer | WEAPON | VERY_RARE (1) | 138 |
| mcdw:soul_siphon | enchantment.mcdw.soul_siphon | WEAPON | VERY_RARE (1) | 139 |
| mcdw:stunning | enchantment.mcdw.stunning | WEAPON | VERY_RARE (1) | 140 |
| mcdw:swirling | enchantment.mcdw.swirling | WEAPON | VERY_RARE (1) | 141 |
| mcdw:tempo_theft | enchantment.mcdw.tempo_theft | BOW | VERY_RARE (1) | 157 |
| mcdw:thundering | enchantment.mcdw.thundering | WEAPON | VERY_RARE (1) | 142 |
| mcdw:void_shot | enchantment.mcdw.void_shot | BOW | VERY_RARE (1) | 158 |
| mcdw:void_strike | enchantment.mcdw.void_strike | WEAPON | VERY_RARE (1) | 143 |
| mcdw:weakening | enchantment.mcdw.weakening | WEAPON | VERY_RARE (1) | 144 |
| minecraft:aqua_affinity | enchantment.minecraft.aqua_affinity | ARMOR_HEAD | RARE (2) | 6 |
| minecraft:bane_of_arthropods | enchantment.minecraft.bane_of_arthropods | WEAPON | UNCOMMON (5) | 14 |
| minecraft:binding_curse | enchantment.minecraft.binding_curse | WEARABLE | VERY_RARE (1) | 10 |
| minecraft:blast_protection | enchantment.minecraft.blast_protection | ARMOR | RARE (2) | 3 |
| minecraft:channeling | enchantment.minecraft.channeling | TRIDENT | VERY_RARE (1) | 32 |
| minecraft:depth_strider | enchantment.minecraft.depth_strider | ARMOR_FEET | RARE (2) | 8 |
| minecraft:efficiency | enchantment.minecraft.efficiency | DIGGER | COMMON (10) | 19 |
| minecraft:feather_falling | enchantment.minecraft.feather_falling | ARMOR_FEET | UNCOMMON (5) | 2 |
| minecraft:fire_aspect | enchantment.minecraft.fire_aspect | WEAPON | RARE (2) | 16 |
| minecraft:fire_protection | enchantment.minecraft.fire_protection | ARMOR | UNCOMMON (5) | 1 |
| minecraft:flame | enchantment.minecraft.flame | BOW | RARE (2) | 25 |
| minecraft:fortune | enchantment.minecraft.fortune | DIGGER | RARE (2) | 22 |
| minecraft:frost_walker | enchantment.minecraft.frost_walker | ARMOR_FEET | RARE (2) | 9 |
| minecraft:impaling | enchantment.minecraft.impaling | TRIDENT | RARE (2) | 30 |
| minecraft:infinity | enchantment.minecraft.infinity | BOW | VERY_RARE (1) | 26 |
| minecraft:knockback | enchantment.minecraft.knockback | WEAPON | UNCOMMON (5) | 15 |
| minecraft:looting | enchantment.minecraft.looting | WEAPON | RARE (2) | 17 |
| minecraft:loyalty | enchantment.minecraft.loyalty | TRIDENT | UNCOMMON (5) | 29 |
| minecraft:luck_of_the_sea | enchantment.minecraft.luck_of_the_sea | FISHING_ROD | RARE (2) | 27 |
| minecraft:lure | enchantment.minecraft.lure | FISHING_ROD | RARE (2) | 28 |
| minecraft:mending | enchantment.minecraft.mending | BREAKABLE | RARE (2) | 36 |
| minecraft:multishot | enchantment.minecraft.multishot | CROSSBOW | RARE (2) | 33 |
| minecraft:piercing | enchantment.minecraft.piercing | CROSSBOW | COMMON (10) | 35 |
| minecraft:power | enchantment.minecraft.power | BOW | COMMON (10) | 23 |
| minecraft:projectile_protection | enchantment.minecraft.projectile_protection | ARMOR | UNCOMMON (5) | 4 |
| minecraft:protection | enchantment.minecraft.protection | ARMOR | COMMON (10) | 0 |
| minecraft:punch | enchantment.minecraft.punch | BOW | RARE (2) | 24 |
| minecraft:quick_charge | enchantment.minecraft.quick_charge | CROSSBOW | UNCOMMON (5) | 34 |
| minecraft:respiration | enchantment.minecraft.respiration | ARMOR_HEAD | RARE (2) | 5 |
| minecraft:riptide | enchantment.minecraft.riptide | TRIDENT | RARE (2) | 31 |
| minecraft:sharpness | enchantment.minecraft.sharpness | WEAPON | COMMON (10) | 12 |
| minecraft:silk_touch | enchantment.minecraft.silk_touch | DIGGER | VERY_RARE (1) | 20 |
| minecraft:smite | enchantment.minecraft.smite | WEAPON | UNCOMMON (5) | 13 |
| minecraft:soul_speed | enchantment.minecraft.soul_speed | ARMOR_FEET | VERY_RARE (1) | 11 |
| minecraft:sweeping | enchantment.minecraft.sweeping | WEAPON | RARE (2) | 18 |
| minecraft:thorns | enchantment.minecraft.thorns | ARMOR_CHEST | VERY_RARE (1) | 7 |
| minecraft:unbreaking | enchantment.minecraft.unbreaking | BREAKABLE | UNCOMMON (5) | 21 |
| minecraft:vanishing_curse | enchantment.minecraft.vanishing_curse | VANISHABLE | VERY_RARE (1) | 37 |
| things:retribution | enchantment.things.retribution | BREAKABLE | UNCOMMON (5) | 159 |
| x_enchant:auto_fish | enchantment.x_enchant.auto_fish | FISHING_ROD | COMMON (10) | 160 |
| x_enchant:halo_attribute_-_attribute.name.generic.armor | enchantment.x_enchant.halo_attribute | ARMOR | RARE (2) | 268 |
| x_enchant:halo_attribute_-_attribute.name.generic.attack_damage | enchantment.x_enchant.halo_attribute | ARMOR | RARE (2) | 265 |
| x_enchant:halo_attribute_-_attribute.name.generic.attack_knockback | enchantment.x_enchant.halo_attribute | ARMOR | RARE (2) | 266 |
| x_enchant:halo_attribute_-_attribute.name.generic.attack_speed | enchantment.x_enchant.halo_attribute | ARMOR | RARE (2) | 267 |
| x_enchant:halo_attribute_-_attribute.name.generic.flying_speed | enchantment.x_enchant.halo_attribute | ARMOR | RARE (2) | 264 |
| x_enchant:halo_attribute_-_attribute.name.generic.knockback_resistance | enchantment.x_enchant.halo_attribute | ARMOR | RARE (2) | 262 |
| x_enchant:halo_attribute_-_attribute.name.generic.max_health | enchantment.x_enchant.halo_attribute | ARMOR | RARE (2) | 261 |
| x_enchant:halo_attribute_-_attribute.name.generic.movement_speed | enchantment.x_enchant.halo_attribute | ARMOR | RARE (2) | 263 |
| x_enchant:halo_effect_-_effect.adventurez.blackstoned_heart | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 206 |
| x_enchant:halo_effect_-_effect.adventurez.fame | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 205 |
| x_enchant:halo_effect_-_effect.adventurez.withering | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 204 |
| x_enchant:halo_effect_-_effect.betterend.end_veil | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 207 |
| x_enchant:halo_effect_-_effect.bewitchment.climbing | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 208 |
| x_enchant:halo_effect_-_effect.bewitchment.corrosion | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 209 |
| x_enchant:halo_effect_-_effect.bewitchment.corruption | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 210 |
| x_enchant:halo_effect_-_effect.bewitchment.deafened | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 211 |
| x_enchant:halo_effect_-_effect.bewitchment.deflection | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 212 |
| x_enchant:halo_effect_-_effect.bewitchment.disjunction | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 213 |
| x_enchant:halo_effect_-_effect.bewitchment.enchanted | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 214 |
| x_enchant:halo_effect_-_effect.bewitchment.ethereal | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 215 |
| x_enchant:halo_effect_-_effect.bewitchment.gills | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 216 |
| x_enchant:halo_effect_-_effect.bewitchment.hardening | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 217 |
| x_enchant:halo_effect_-_effect.bewitchment.ignition | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 218 |
| x_enchant:halo_effect_-_effect.bewitchment.inhibited | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 219 |
| x_enchant:halo_effect_-_effect.bewitchment.invigorating | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 220 |
| x_enchant:halo_effect_-_effect.bewitchment.leeching | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 221 |
| x_enchant:halo_effect_-_effect.bewitchment.magic_sponge | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 222 |
| x_enchant:halo_effect_-_effect.bewitchment.mortal_coil | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 223 |
| x_enchant:halo_effect_-_effect.bewitchment.nourishing | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 224 |
| x_enchant:halo_effect_-_effect.bewitchment.pact | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 225 |
| x_enchant:halo_effect_-_effect.bewitchment.polymorph | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 226 |
| x_enchant:halo_effect_-_effect.bewitchment.purity | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 227 |
| x_enchant:halo_effect_-_effect.bewitchment.sinking | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 228 |
| x_enchant:halo_effect_-_effect.bewitchment.synchronized | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 229 |
| x_enchant:halo_effect_-_effect.bewitchment.theft | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 230 |
| x_enchant:halo_effect_-_effect.bewitchment.thorns | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 231 |
| x_enchant:halo_effect_-_effect.bewitchment.volatility | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 232 |
| x_enchant:halo_effect_-_effect.bewitchment.webbed | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 233 |
| x_enchant:halo_effect_-_effect.bewitchment.wednesday | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 234 |
| x_enchant:halo_effect_-_effect.dehydration.thirst_effect | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 235 |
| x_enchant:halo_effect_-_effect.environmentz.cooling | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 237 |
| x_enchant:halo_effect_-_effect.environmentz.warming | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 236 |
| x_enchant:halo_effect_-_effect.extraalchemy.combustion | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 246 |
| x_enchant:halo_effect_-_effect.extraalchemy.concentration | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 251 |
| x_enchant:halo_effect_-_effect.extraalchemy.crumbling | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 240 |
| x_enchant:halo_effect_-_effect.extraalchemy.detection | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 249 |
| x_enchant:halo_effect_-_effect.extraalchemy.fuse | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 241 |
| x_enchant:halo_effect_-_effect.extraalchemy.gravity | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 245 |
| x_enchant:halo_effect_-_effect.extraalchemy.growing | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 252 |
| x_enchant:halo_effect_-_effect.extraalchemy.learning | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 244 |
| x_enchant:halo_effect_-_effect.extraalchemy.magnetism | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 238 |
| x_enchant:halo_effect_-_effect.extraalchemy.magnetism_disabled | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 254 |
| x_enchant:halo_effect_-_effect.extraalchemy.pacifism | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 247 |
| x_enchant:halo_effect_-_effect.extraalchemy.photosynthesis | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 239 |
| x_enchant:halo_effect_-_effect.extraalchemy.piper | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 248 |
| x_enchant:halo_effect_-_effect.extraalchemy.recall | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 242 |
| x_enchant:halo_effect_-_effect.extraalchemy.returning | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 250 |
| x_enchant:halo_effect_-_effect.extraalchemy.sails | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 243 |
| x_enchant:halo_effect_-_effect.extraalchemy.shrinking | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 253 |
| x_enchant:halo_effect_-_effect.gobber2.knowledge | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 255 |
| x_enchant:halo_effect_-_effect.mcda.freezing | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 256 |
| x_enchant:halo_effect_-_effect.mcdar.shielding | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 257 |
| x_enchant:halo_effect_-_effect.mcdar.soul_protection | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 258 |
| x_enchant:halo_effect_-_effect.mcdar.stunned | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 259 |
| x_enchant:halo_effect_-_effect.minecraft.absorption | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 193 |
| x_enchant:halo_effect_-_effect.minecraft.bad_omen | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 202 |
| x_enchant:halo_effect_-_effect.minecraft.blindness | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 186 |
| x_enchant:halo_effect_-_effect.minecraft.conduit_power | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 200 |
| x_enchant:halo_effect_-_effect.minecraft.dolphins_grace | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 201 |
| x_enchant:halo_effect_-_effect.minecraft.fire_resistance | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 183 |
| x_enchant:halo_effect_-_effect.minecraft.glowing | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 195 |
| x_enchant:halo_effect_-_effect.minecraft.haste | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 174 |
| x_enchant:halo_effect_-_effect.minecraft.health_boost | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 192 |
| x_enchant:halo_effect_-_effect.minecraft.hero_of_the_village | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 203 |
| x_enchant:halo_effect_-_effect.minecraft.hunger | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 188 |
| x_enchant:halo_effect_-_effect.minecraft.instant_damage | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 178 |
| x_enchant:halo_effect_-_effect.minecraft.instant_health | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 177 |
| x_enchant:halo_effect_-_effect.minecraft.invisibility | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 185 |
| x_enchant:halo_effect_-_effect.minecraft.jump_boost | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 179 |
| x_enchant:halo_effect_-_effect.minecraft.levitation | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 196 |
| x_enchant:halo_effect_-_effect.minecraft.luck | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 197 |
| x_enchant:halo_effect_-_effect.minecraft.mining_fatigue | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 175 |
| x_enchant:halo_effect_-_effect.minecraft.nausea | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 180 |
| x_enchant:halo_effect_-_effect.minecraft.night_vision | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 187 |
| x_enchant:halo_effect_-_effect.minecraft.poison | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 190 |
| x_enchant:halo_effect_-_effect.minecraft.regeneration | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 181 |
| x_enchant:halo_effect_-_effect.minecraft.resistance | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 182 |
| x_enchant:halo_effect_-_effect.minecraft.saturation | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 194 |
| x_enchant:halo_effect_-_effect.minecraft.slow_falling | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 199 |
| x_enchant:halo_effect_-_effect.minecraft.slowness | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 173 |
| x_enchant:halo_effect_-_effect.minecraft.speed | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 172 |
| x_enchant:halo_effect_-_effect.minecraft.strength | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 176 |
| x_enchant:halo_effect_-_effect.minecraft.unluck | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 198 |
| x_enchant:halo_effect_-_effect.minecraft.water_breathing | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 184 |
